target,annotation,species,status,activity,clone,protein,genePage,uniprot,class,superkingdom,targetRole,batch,community,maxCode,ligandCode,ligandScreenStatus
BupsA.00048.a,hypothetical protein BURPS1710b_2879,Burkholderia pseudomallei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00048.a,Q3JQ90,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,2,-1,
BupsA.00053.a,ATP-dependent protease ATP-binding subunit,Burkholderia pseudomallei,diffraction,active,Not available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00053.a,Q3JXA4,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,11,-1,
BupsA.00054.a,tRNA (guanine-N(1)-)-methyltransferase,Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00054.a,Q3JQ08,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00011.a,cell division protein FtsZ,Burkholderia pseudomallei,soluble,work stopped,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00011.a,Q3JNE4,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-2,work stopped
BupsA.00013.a,Holliday junction DNA helicase RuvB,Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00013.a,Q3JNS5,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00014.a,isocitrate lyase,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00014.a,Q3JQZ8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,10,Experimental evidence of bound ligand(s)
BupsA.00020.a,succinate-semialdehyde dehydrogenase (NADP+),Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00020.a,Q3JS51,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,-1,
BupsA.00020.b,betaine aldehyde dehydrogenase,Burkholderia pseudomallei,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00020.b,Q3JLL8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,11,-1,
BupsA.00022.a,50S ribosomal protein L1,Burkholderia pseudomallei,purified,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00022.a,Q3JMQ0,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-2,work stopped
BupsA.00023.a,inorganic pyrophosphatase,Burkholderia pseudomallei,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00023.a,Q3JUV5,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,17,Ligand-bound structure submitted to PDB
BupsA.00028.a,bacterioferritin,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00028.a,Q3JH66,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,5,-1,
BupsA.00029.a,thioredoxin 1,Burkholderia pseudomallei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00029.a,Q3JRN4,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,8,-1,
BupsA.00030.a,ATP-dependent protease ATP-binding subunit,Burkholderia pseudomallei,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00030.a,Q3JRD0,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,11,-1,
BupsA.00031.a,cyanate hydratase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00031.a,Q3JNL9,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00037.a,NADH dehydrogenase subunit I,Burkholderia pseudomallei,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00037.a,Q3JUA1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,4,-1,
BupsA.00039.a,"methionine aminopeptidase, type I",Burkholderia pseudomallei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00039.a,Q3JQX2,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,8,0,
BupsA.00039.b,methionine aminopeptidase,Burkholderia pseudomallei,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00039.b,Q3JR27,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,11,0,
BupsA.00040.a,S-adenosylmethionine synthetase,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00040.a,Q3JX94,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,-1,
BupsA.00043.a,dihydroorotase,Burkholderia pseudomallei,cloned,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00043.a,Q3JNQ7,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,2,-1,
BupsA.00050.a,"GDP-mannose 4,6-dehydratase",Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00050.a,Q3JKI6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00051.a,chemotaxis protein CheY,Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00051.a,Q3JY66,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00051.b,response regulator,Burkholderia pseudomallei,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00051.b,Q3JLL3,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,11,-1,
BupsA.00052.a,"glyceraldehyde-3-phosphate dehydrogenase, type I",Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00052.a,Q3JNL6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,-1,
BupsA.00057.a,"ABC sugar transporter, ATP-binding protein",Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00057.a,Q3JVF1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00055.a,thiol peroxidase,Burkholderia pseudomallei,HSQC satisfactory,work stopped,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00055.a,Q3JNH8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,9,-2,work stopped
BupsA.00056.a,nicotinate-nucleotide pyrophosphorylase,Burkholderia pseudomallei,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00056.a,Q3JV59,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,-1,
BupsA.00063.a,histidyl-tRNA synthetase,Burkholderia pseudomallei,crystallized,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00063.a,Q3JRQ5,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,8,-2,work stopped
BupsA.00064.a,adenylate kinase,Burkholderia pseudomallei,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00064.a,Q3JVB1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,-1,
BupsA.00065.a,4-hydroxybenzoate 3-monooxygenase,Burkholderia pseudomallei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00065.a,Q3JI95,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,8,-1,
BupsA.00066.a,DNA-directed RNA polymerase alpha subunit,Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00066.a,Q3JMT9,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00068.a,phenylalanine-4-hydroxylase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00068.a,Q3JXT1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00076.a,uracil phosphoribosyltransferase,Burkholderia pseudomallei,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00076.a,Q3JUF6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,-1,
BupsA.00077.a,fumarylacetoacetase,Burkholderia pseudomallei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00077.a,Q3JPA4,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,1,-1,
BupsA.00078.a,peptide deformylase,Burkholderia pseudomallei,HSQC satisfactory,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00078.a,Q3JXE2,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,9,-1,
BupsA.00081.a,cysteine desulfurase IscS,Burkholderia pseudomallei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00081.a,Q3JQN4,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,8,-1,
BupsA.00085.c,ADP-L-glycero-D-manno-heptose-6-epimerase,Burkholderia pseudomallei,soluble,work stopped,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00085.c,Q3JPY8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-2,work stopped
BupsA.00086.a,3-dehydroquinate dehydratase,Burkholderia pseudomallei,expressed,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00086.a,Q3JNI3,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,4,-1,
BupsA.00088.a,ornithine carbamoyltransferase,Burkholderia pseudomallei,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00088.a,Q3JSD1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,11,-1,
BupsA.00090.a,3-deoxy-7-phosphoheptulonate synthase,Burkholderia pseudomallei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00090.a,Q3JNZ6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,1,-1,
BupsA.00095.a,Non-heme chloroperoxidase,Burkholderia pseudomallei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00095.a,Q3JH10,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00096.a,2-amino-3-ketobutyrate coenzyme A ligase,Burkholderia pseudomallei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00096.a,Q3JID6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,2,-1,
BupsA.00098.a,"molybdopterin converting factor, subunit 2",Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00098.a,Q3JRL6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00100.a,"L-arabinose ABC transporter, periplasmic L-arabinose-binding protein",Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00100.a,Q3JNJ7,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00101.a,ferredoxin--NADP reductase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00101.a,Q3JQX6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,5,-1,
BupsA.00107.a,"efflux transporter, RND family, MFP subunit subfamily",Burkholderia pseudomallei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00107.a,Q3JVH3,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,5,-1,
BupsA.00058.a,thioredoxin-disulfide reductase,Burkholderia pseudomallei,crystallized,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00058.a,Q3JPQ1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,8,-1,
BupsA.00061.a,UDP-N-acetylglucosamine 2-epimerase,Burkholderia pseudomallei,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00061.a,Q3JJG4,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,2,-1,
BupsA.00062.a,inositol-5-monophosphate dehydrogenase,Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00062.a,Q3JR62,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00069.a,recombinase A,Burkholderia pseudomallei,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00069.a,Q3JVL9,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00072.a,"RNA methyltransferase, TrmH family, group 2",Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00072.a,Q3JWH1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,5,Target selected for ligand screening
BupsA.00074.a,organic hydroperoxide resistance protein,Burkholderia pseudomallei,in BMRB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00074.a,Q3JK82,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,19,-1,
BupsA.00075.a,delta-aminolevulinic acid dehydratase,Burkholderia pseudomallei,native diffraction-data,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00075.a,Q3JMU3,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,12,-1,
BupsA.00082.a,porphobilinogen deaminase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00082.a,Q3JUW3,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00084.a,phosphopyruvate hydratase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00084.a,Q3JQQ6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00085.a,"dTDP-glucose 4,6-dehydratase",Burkholderia pseudomallei,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00085.a,Q3JPG8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00085.b,UDP-glucose 4-epimerase,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00085.b,Q3JPI3,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,5,Target selected for ligand screening
BupsA.00090.b,3-deoxy-7-phosphoheptulonate synthase,Burkholderia pseudomallei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00090.b,Q3JLT2,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,1,-1,
BupsA.00092.a,isocitrate dehydrogenase,Burkholderia pseudomallei,in PDB,active,Not available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00092.a,Q3JV82,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,5,Target selected for ligand screening
BupsA.00093.a,N-ethylmaleimide reductase,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00093.a,Q3JFM9,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,-1,
BupsA.00094.a,acetylglutamate kinase,Burkholderia pseudomallei,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00094.a,Q3JXA9,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,11,-1,
BupsA.00102.a,2-dehydro-3-deoxyphosphooctonate aldolase,Burkholderia pseudomallei,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00102.a,Q3JP68,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,17,Ligand-bound structure submitted to PDB
BupsA.00103.a,uracil-DNA glycosylase,Burkholderia pseudomallei,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00103.a,Q3JNA8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,1,-1,
BupsA.00104.a,beta-lactamase,Burkholderia pseudomallei,crystallized,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00104.a,Q3JFF0,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,8,-2,work stopped
BupsA.00105.a,beta-lactamase,Burkholderia pseudomallei,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00105.a,Q3JLR5,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,4,-1,
BupsA.00112.a,3-methyl-2-oxobutanoate hydroxymethyltransferase,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00112.a,Q3JP15,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,5,Target selected for ligand screening
BupsA.00108.a,single-strand DNA-binding protein,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00108.a,Q3JW59,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00109.a,cytosine deaminase,Burkholderia pseudomallei,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00109.a,Q3JG17,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,2,-1,
BupsA.00110.a,Rubredoxin,Burkholderia pseudomallei,native diffraction-data,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00110.a,Q3JPF8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,12,-1,
BupsA.00117.a,"catechol 1,2-dioxygenase",Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00117.a,Q3JJV8,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,6,-1,
BupsA.00118.a,glucose-1-phosphate thymidylyltransferase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00118.a,Q3JPG9,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00119.a,D-alanine--D-alanine ligase B,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00119.a,Q3JNE1,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,20,-1,
BupsA.00120.a,"GTP-binding protein, GTP1/OBG family",Burkholderia pseudomallei,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00120.a,Q3JNG0,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,8,-1,
BupsA.00127.a,NIPSNAP superfamily,Burkholderia pseudomallei,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00127.a,Q3JS46,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,6,-1,
BupsA.00129.a,pyridoxal kinase,Burkholderia pseudomallei,soluble,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00129.a,Q3JQA6,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,,5,-1,
BupsA.00130.a,peptidyl-prolyl cis-trans isomerase,Burkholderia pseudomallei,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/BupsA.00130.a,Q3JK38,Betaproteobacteria,Bacteria,Potential drug target,Batch_01,interest,20,17,Ligand-bound structure submitted to PDB
